MINE_ID,CURRENT_MINE_NAME,COAL_METAL_IND,CURRENT_MINE_TYPE,CURRENT_MINE_STATUS,CURRENT_STATUS_DT,CURRENT_CONTROLLER_ID,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_ID,CURRENT_OPERATOR_NAME,STATE,BOM_STATE_CD,FIPS_CNTY_CD,FIPS_CNTY_NM,CURRENT_CONTROLLER_BEGIN_DT,PRIMARY_SIC_CD,PRIMARY_SIC,PRIMARY_SIC_CD_1,PRIMARY_SIC_CD_SFX,SECONDARY_SIC_CD,SECONDARY_SIC,SECONDARY_SIC_CD_1,SECONDARY_SIC_CD_SFX,PRIMARY_CANVASS_CD,PRIMARY_CANVASS,SECONDARY_CANVASS_CD,SECONDARY_CANVASS,PORTABLE_OPERATION,PORTABLE_FIPS_ST_CD,LONGITUDE,LATITUDE,DIRECTIONS_TO_MINE,NEAREST_TOWN
1401716,Mansel Pit,M,Surface,Intermittent,02/17/2015,0091917,Stafford County-KS,0108627,Stafford County Highway Department,KS,14,185,Stafford,04/02/2010,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,20.0,98.763333,37.999444,"From US 281 and 1st AVE. in St. John, Kansas go west on 1st AVE until you come to 227 NW 30th ST the Pit is on the right side of the road.",St. John
1401718,Portable Plant #2,M,Surface,Active,03/30/2020,0111601,Curtis D  Whitaker,0064184,Whitaker Aggregates Inc,KS,14,59,Franklin,06/16/2010,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,Y,20.0,95.335,38.169444,I 35 south to Ottawa take 15th street exit to the west and go 1/2 mile to mine site on the north side of the road. ,Ottawa KS 
1401719,Durbin Quarry,M,Surface,Active,01/27/2011,M02046,Summit Materials LLC,0117666,Midwest Minerals,KS,14,49,Elk,03/30/2011,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,N,,96.303889,37.360278,I335 South to Hwy 50. Hwy 50 East to Hwy 99. Hwy 99 South to Moline KS Mine is located one mile South of Moline on Hwy 99,Moline
1401722,Portable #2,M,Surface,Intermittent,11/06/2018,0096273,Leroy W  Johnson,0113645,Diamond Lime LLC,KS,14,15,Butler,09/13/2010,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,Y,20.0,93.958333,44.151667,Portable,El Dorado
1401725,Schotte Gravel,M,Surface,Intermittent,02/17/2015,0098295,Don  Schotte,0116005,Don Schotte,KS,14,117,Marshall,12/02/2010,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,20.0,,,Portable,Herkimer
1401726,Central Sand,M,Surface,Intermittent,05/24/2018,0094113,Steve  Martin,0111245,"Martin's Central Sand Co., Inc.",KS,14,173,Sedgwick,01/06/2011,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,97.443333,37.781111,"53rd & Tyler, southeast corner",Wichita
1401728,Portable Unit,M,Surface,Intermittent,02/25/2013,M37369,Ron  Pray,L37369,"Pray Stone Company, Inc.",KS,14,35,Cowley,03/22/2011,141100.0,Dimension Stone NEC,1411.0,0.0,,,,,6.0,Stone,,,Y,20.0,,,"Portable  9 miles east of Arkansas City on US 166 to Cowley County#1, go south 2 miles to 4-way intersection.  Go east on Cowley County#6 for 2 1/2 miles to double green gates on north side of road.  Quarry's about 1 mile into pasture.  ",Arkansas City
1401729,Hamilton County Screen 2 Portable,M,Surface,Intermittent,11/23/2018,M34005,Hamilton County-KS,0050208,Hamilton County Road Dept,KS,14,75,Hamilton,03/30/2011,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,20.0,101.431944,37.761667,Portable,Syracuse
1401730,Morris County Portable Plant,M,Surface,Intermittent,07/16/2018,M36493,Morris County-KS,L36493,Morris County Highway Department,KS,14,127,Morris,05/12/2011,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,20.0,,,Portable,Council Grove
1401733,Central Sand Hoover,M,Surface,Active,10/30/2019,0094113,Steve  Martin,0111245,Central Sand Co Inc,KS,14,173,Sedgwick,05/10/2011,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,97.362222,37.593056,From Topeka go I-35 South to K96 West toward Hutchinson.  Hoover Road west to 4949 N. Hoover Road.,Wichita
1401737,Whetrock Inc (Portable2,M,Surface,Intermittent,05/13/2020,0092559,Roger D  Whetstine Jr,0109430,Whetrock Inc,KS,14,5,Atchison,08/09/2011,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,Y,20.0,,, Portable   ,Union
1401738,Hardrock 2,M,Surface,Active,05/10/2019,0065109,Kolt R  Huber; Soterios T  Huber,0077563,"Hardrock Sand & Gravel, LLC",KS,14,57,Ford,12/13/2011,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,20.0,100.010556,37.729167,Portable,Dodge City
1401742,Oakland Sand River Plant,M,Surface,Active,05/24/2013,M02046,Summit Materials LLC,0100605,Builder's Choice Aggregates,KS,14,177,Shawnee,04/03/2012,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,95.603056,39.076111,"From Topeka Ks take I-70 East to K4 Hwy, travel North to Seward Road, turn East on Seward and travel to Kincaid Road, turn North on Kincaid and travel approximately 1-1/2 mile to mine site on the right ",Topeka
1401745,Plant 7,M,Surface,Intermittent,02/12/2018,M02571,Warren W  Harshman,L03192,Harshman Construction L.L.C.,KS,14,49,Elk,04/18/2012,141102.0,Dimension Limestone,1411.0,2.0,,,,,6.0,Stone,,,Y,20.0,,,Portable,Howard
1401746,McPherson Mine,M,Surface,Intermittent,02/04/2016,0134761,Mitchell A  Opat; Mark E  Opat,0152113,E-M Sand & Gravel LLC,KS,14,113,Mcpherson,07/10/2017,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,97.758333,38.48388900000001,I-135 South from Salina to Smoky Valley Rd(McPherson Co);   2 1/2 miles West on Smoky Valley Rd to 14th Ave(Old 81); 2 miles South on 14th Ave to Shawnee Rd; 7 miles West on Shawnee Rd to 9th Ave; 2 3/4 miles South on 9th Ave to E-M Sand and Gravel entrance on the West side of the road,McPherson
1401747,Portable Plant #5,M,Surface,Intermittent,02/07/2017,M00297,Bayer Construction Company Inc,L00361,"Bayer Construction Company, Inc.",KS,14,149,Pottawatomie,05/10/2012,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,Y,20.0,,,"T-9-S, R-9-E,Sect. 18, SW 1/4, Pott. Co., Pott. Township. From the intersection of Flush Rd. and Us Hwy 24, go north on Flush Rd. for approx. 4 1/2 miles, turn W on Eliza's Rd., go 1/2 mile, scale house is on the North side of the road.",St George
1401748,Superior Sand & Gravel,M,Surface,Intermittent,12/13/2018,0104437,Sam  Stout,0122992,Superior Sand & Gravel,KS,14,159,Rice,05/14/2012,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,98.178889,38.080556,"1.5 miles south of Sterling,KS on the west side of the highway.",Sterling
1401749,Don Bruna Quarry,M,Surface,Intermittent,02/25/2013,0105257,Lynda  Bruna; Don  Bruna,0123992,Don Bruna Construction Inc,KS,14,117,Marshall,06/14/2012,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,N,,96.788333,39.753611,From U.S. HWY 36 and 2nd Road drive south 6.5 miles on 2nd road to Don Bruna Quarry sign then go west .25 miles to scale house.,Waterville
1401750,NCK Quarries LLC,M,Surface,Intermittent,10/15/2018,0105413,Brigitte  Lyon; Kelly  Lyon,0124190,NCK Quarries LLC,KS,14,183,Smith,07/25/2012,141102.0,Dimension Limestone,1411.0,2.0,,,,,6.0,Stone,,,N,,98.879444,39.759722,From Smith Center west on Hwy 36 to Hwy 8. North on Hwy 8 to 60 Rd. East on 60 Rd to K Rd. North on K Rd 1 miles to 5011 K Rd.,Smith Center
1401754,COYVILLE PIT,M,Surface,Active,12/22/2016,0145021,Evan  Dunn,0160933,Dunn's Material Handling LLC,KS,14,205,Wilson,01/01/2019,144600.0,"Sand, Industrial NEC",1446.0,0.0,,,,,7.0,Nonmetal,,,N,,95.906944,37.498611,From US75; turn west onto Hwy 39; follow 39 aprox 10 miles to 1700 Rd; turn W onto 1700 Rd; take 1700 Rd aprox 1 mile to Decatur Rd; turn N onto Decatur; follow Decatur Rd aprox 3-4 miles until road begins to turn E; pit is located on N side of road., FREDONIA
1401757,Waterwell ,M,Surface,Intermittent,07/12/2019,0148781,Tod  Roberg,0164513,"American Sand & Gravel, LLC",KS,14,169,Saline,06/13/2019,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,97.578333,38.768611,"From Topeka FO take 1-70 west to I-135 South at Salina,  travel to Waterwell Rd. exit. Go East thru 2-Stop signs and continue East approximately 1-mile. Mine drive is on South side of the road just past Pond.",SALINA
1401758,Edgerton Quarry,M,Surface,Active,05/10/2019,0042755,Eric H  Bettis; Matt  McPherson,0051967,"Mid-States Materials, LLC",KS,14,91,Johnson,02/19/2013,141102.0,Dimension Limestone,1411.0,2.0,,,,,6.0,Stone,,,N,,94.996389,38.763611,"I-35 South, to Edgerton exit.  Take Edgerton exit (Sunflower Road) west about 2 miles.  Quarry on North side of Sunflower Road.",Edgerton
1401760,Jefferson County Sand Plant,M,Surface,Active,05/13/2020,M01317,Robert H  Eichman,L01472,"Midwest Concrete Materials, Inc.",KS,14,87,Jefferson,04/24/2013,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,95.381944,39.077778,"On Hwy 24 going East, out of Perry, Kansas, turn right (South)onto Lecompton Road. Sand Plant is South on left side of road.",Perry
1401761,Rock Creek Stone LLC,M,Surface,Intermittent,11/06/2018,0109301,Bryan  Davis,0128533,Rock Creek Stone LLC,KS,14,111,Lyon,05/29/2013,141102.0,Dimension Limestone,1411.0,2.0,,,,,6.0,Stone,,,N,,96.171389,38.26,"7 miles West of Olpe, Kansas on Road 70, then 1 mile North on Road D.",Olpe
1401762,Hartford Pit,M,Surface,Intermittent,06/26/2013,0109423,Robert  Davies; Doug  Shilling; Mike  Shilling,0128674,Hartford Sand & Gravel,KS,14,161,Riley,05/29/2013,144201.0,"Sand, Common",1442.0,1.0,,,,,5.0,SandAndGravel,,,N,,96.556944,39.156111,From Hwy177 and McDowell Creek rd. go south 1.5 miles on McDowell Creek rd. Plant is on west side of McDowell Creek rd.,Manhattan
1401764,Ark River Sand Co. Inc.,M,Surface,Intermittent,05/10/2019,0052449,Chad  Eakin,0128993,Eakin Enterprises Inc.,KS,14,9,Barton,06/12/2013,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,98.995556,38.275833,Hwy 56/156 approx 1 mile East of Pawnee Rock KS Turn East onto SW 60 Rd to dead end intersection with SW 80 Ave,Pawnee Rock
1401767,Dake Quarry,M,Surface,Intermittent,11/15/2016,0114241,Roger  Frahm,0134233,"Central States Aggregate, LLC.",KS,14,147,Phillips,07/15/2014,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,20.0,102.203333,38.203333,From Norton Ks go east on HWy 36 about 4 miles to HWY 383. Turn North on HWY 383 and proceed to Long Island KS. Go thru Long Island KS to W900Road. Turn West and follow 900 two miles to mine site on north end of road. ,Long Island
1401770,McCoy Mine,M,Surface,Active,05/13/2020,0118321,Duane K  McCoy,0139033,McCoy Landscaping LLC,KS,14,197,Wabaunsee,02/24/2015,141100.0,Dimension Stone NEC,1411.0,0.0,,,,,6.0,Stone,,,N,,96.368333,39.0875,From Topeka go West on I-70 to exit 324. Go North on Wabaunsee road 2 miles to mine on left and right side of the road.,Alma
1401772,Lincolnville Quarry,M,Surface,Active,10/30/2019,0041032,Scott R  Bergkamp,0050702,"Bob Bergkamp Construction Co., Inc.",KS,14,115,Marion,09/14/2015,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,Y,20.0,,,"From the Intersection of US77 and 290th Road in Lincolnville, Ks. Go 3 miles East to Zebulon Road. Quarry is located on Southeast corner.",El Dorado
1401773,Towanda Quarry,M,Surface,Intermittent,11/06/2018,0041032,Scott R  Bergkamp,0050702,"Bob Bergkamp Construction Co., Inc.",KS,14,15,Butler,09/17/2015,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,N,,97.026389,37.785,"Off of 254, South on SW Adams Rd, West on SW 30th Street, on the north side of the road",Towanda
1401775,Rahe Pit,M,Surface,Intermittent,05/24/2018,0123403,Ralph  Rogge,0143715,REC Sand&Gravel LLC,KS,14,201,Washington,02/25/2016,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,96.900278,39.812778,"From Hanover Kansas, take State Hwy 148 south to US HWY 36. Turn right on US Hwy 36. Go two miles west to Yankee Rd.  Turn left on Yankee Rd. Go 1.5 miles & mine is on the right side of the road.",Hanover
1401777,Fox Creek Quarry,M,Surface,Intermittent,11/16/2016,0124141,Matthew  Butler; Mandy  Butler,0144333,O.Z. Stone Company LLC,KS,14,17,Chase,03/07/2016,141100.0,Dimension Stone NEC,1411.0,0.0,,,,,6.0,Stone,,,N,,96.531389,38.524444,"Take Highway 177 North from Strong City, KS. Go 5 miles. Entrance to quarry is on east side of road.",Strong City
1401779,Portable Crusher #3,M,Surface,Intermittent,11/06/2017,0042755,Eric H  Bettis; Matt  McPherson,0051967,"Mid-States Materials, LLC",KS,14,59,Franklin,05/03/2016,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,Y,20.0,,,From Topeka take 75 South to 56 East take East 550 Road (South). Mine 2.5 miles on left hand side.,Ottawa
1401780,Portable Crusher #4,M,Surface,Intermittent,10/18/2016,0042755,Eric H  Bettis; Matt  McPherson,0051967,"Mid-States Materials, LLC",KS,14,59,Franklin,05/03/2016,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,Y,20.0,,,From Topeka take 59 South to 35 South to 68 E.  South on Texas Road then West on Neosho and it is right there.,Ottawa
1401782,Penalosa Sand Plant,M,Surface,Intermittent,09/28/2016,0128743,Stacey  Theis; Thomas  Theis,0147315,"Hy-Grade Aggregates, LLC",KS,14,95,Kingman,09/30/2016,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,20.0,,,"From Kingman, KS go west approximately 11 miles, go north on Penalosa Rd. (NW 110 Avenue) 2 miles, turn west onto 20th St. and arrive at mine (3 miles south of Penalosa)  ",Penalosa
1401783,Olpe Kansas,M,Surface,Intermittent,12/27/2016,0041389,Brent B  Bayer; Kent  Barnow,0051022,US Stone Industries LLC,KS,14,111,Lyon,12/20/2016,141100.0,Dimension Stone NEC,1411.0,0.0,,,,,6.0,Stone,,,Y,20.0,,,7 miles west of Olpe on Road 70. North on Road D to Intersection of Road 80. ,Olpe
1401784,Onaga Quarry,M,Surface,Intermittent,03/07/2017,0041389,Brent B  Bayer; Kent  Barnow,0051022,US Stone Industries,KS,14,149,Pottawatomie,03/06/2017,141100.0,Dimension Stone NEC,1411.0,0.0,,,,,6.0,Stone,,,N,,96.07,39.449167,"from St. Mary's, KS, approx. 18 miles North on highway 63 to Pleasant Ridge Road. East 1 mile on Pleasant Ridge Road. ",Havensville
1401785,Roper 1,M,Surface,Intermittent,05/09/2017,0040586,Dean  Luckeroth,0050152,Nemaha Sand & Gravel inc.,KS,14,117,Marshall,05/09/2017,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,20.0,,,"From Waterville, KS, travel West on K9 1.5 miles to 2nd Road. Turn right (north) & travel one half mile to Utah Rd. Turn right (East) & travel one half mile to the mine site on the right side of the road.",Waterville
1401786,Rubble Reprocessing LLC,M,Surface,Active,05/10/2019,0123183,Pam  Martin; Austin D Martin,0143574,Rubble Reprocessing LLC,KS,14,5,Atchison,05/10/2017,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,N,,95.110556,39.606944,From Atchison KS Go North on 2nd street. Road turns into Sedgwich County at City Limits. From City Limits travel 2 miles to mine. Site is on the right side of the road.,Atchison
1401787,Ashland Aggregate,M,Surface,Intermittent,05/18/2017,M33300,Larry  Randall,L33300,Ford Sand and Gravel Inc.,KS,14,25,Clark,05/15/2017,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,N,,99.760278,37.209722,"On Kansas hgwy 160, go west from Ashland 1 mile, turn North on county rd 16. Travel 2.6 miles north, turn left at sign that denotes Herrmann Ranch.  Travel 0.7miles west, going over 2 cattle guards, then turn left as dirt road splits, going over 1 more cattle guard.  The mine is down the hill to the left after the cattle guard.",Ashland
1401792,Portable #4,M,Surface,Intermittent,11/15/2017,0107845,Sandra  Williams,L00392,"Williams Diversified Materials, Inc.",KS,14,21,Cherokee,11/14/2017,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,20.0,,,Portable,Baxter Springs
1401793,Portable Plant #3,M,Surface,Intermittent,12/14/2017,0111601,Curtis D  Whitaker,0064184,"Whitaker Aggregates, Inc.",KS,14,1,Allen,12/13/2017,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,Y,20.0,,,Portable,Humboldt
1401794,Hess Pit,M,Surface,Intermittent,03/10/2018,0139201,Daniel Lawrence  Hess; Lisa  Hess,0155794,Hess Services Inc.,KS,14,51,Ellis,03/09/2018,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,20.0,,,from Antonino Kansas go 3 mi. west to 180th. ave. then 3.25 mi. south on the east side.,Antonio
1401796,Hodgeman County Road Dept.,M,Surface,Intermittent,09/05/2019,M34302,Hodgeman County-Ks,L34302,Hodgeman County Road Dept.,KS,14,83,Hodgeman,04/11/2018,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,20.0,,,Portable,Jetmore
1401798,Rockland South Fork Quarry,M,Surface,Intermittent,07/31/2019,0143141,Nathan  Passmore,0158933,Rockland Stone LLC,KS,14,17,Chase,08/30/2018,141102.0,Dimension Limestone,1411.0,2.0,,,,,6.0,Stone,,,Y,20.0,,,80 miles from the office Look at Legal ID ,Cottonwood Falls
1401799,Capoun/Arand Quarry ,M,Surface,Intermittent,09/11/2019,0148281,Curtis  Capoun,0164053,CX Construction ,KS,14,197,Wabaunsee,02/15/2019,141100.0,Dimension Stone NEC,1411.0,0.0,,,,,6.0,Stone,,,N,,,,From Paxico take paxico exit off I-70. Go North on Paxico Road for 4 miles. Mine is on the East side of the road.,Paxico
1401800,Brooks Directional Drilling LLC,M,Surface,Intermittent,02/28/2019,0146441,Donald  Brooks; David Steven  Brooks,0162293,Brooks Directional Drilling LLC,KS,14,49,Elk,02/26/2019,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,N,,,,From Moline KS go South to Hwy 160 turn East mine entrance is on the South side of the road Approx 3/4 mile.,MOLINE
1401801,Topeka Sand Plant,M,Surface,Intermittent,06/05/2019,0042755,Eric H  Bettis; Matt  McPherson,0051967,"Mid-States Materials, LLC",KS,14,177,Shawnee,03/11/2019,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,,,Take I-70 west to Wannamaker Rd exit go South on Wannamaker to 10th Ave travel West on 10th Ave for 1 mile and turn right (north) on Urish Rd and travel approx. 1 mile travel through curve and road will go right to the plant.,Topeka
1401802,Patterson Sand LLC,M,Surface,Intermittent,07/31/2019,0147563,Andrew J Blubaugh,0163454,Patterson Sand LLC,KS,14,79,Harvey,04/25/2019,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,,,From Hutchison KS take 96 East to North 279th Street West Turn left follow until SW 84th Street turn left mine is on the right,Burton
1401804,Hollenberg,M,Surface,Intermittent,07/10/2019,0149163,Shawn  Lottman,0164833,"Lottman Ready Mix, LLC",KS,14,201,Washington,07/09/2019,144600.0,"Sand, Industrial NEC",1446.0,0.0,,,,,7.0,Nonmetal,,,Y,20.0,,,From Hollenberg. Travel 1-mile East of Hollenberg on Hollenberg Rd. to Upland Rd. Turn South on Upland Rd. and travel 1-mile to 28th Rd. turn West on 28th Rd. and travel 1/4 of a mile. Mine site is on the North side of the road.,Hollenberg
1401805,Plant 8,M,Surface,Intermittent,08/28/2019,0133281,Harshman Construction LLC; DRB Construction LLC,L13180,South West Butler Quarry LLC,KS,14,15,Butler,09/04/2019,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,Y,20.0,,,From Augusta. Travel West on Hwy.54 to Santa Fe Lake Rd. (2-mi). Turn South & travel 6 3/4 miles. Turn East on 167 Rd. & travel 1-mile to dead end to mine site gate. ,Augusta
1401806,Huber Sand Pit #5,M,Surface,Intermittent,08/29/2019,0150501,Barbara  Huber; Robin  Huber,L08239,Huber Sand Inc,KS,14,55,Finney,08/23/2019,144600.0,"Sand, Industrial NEC",1446.0,0.0,,,,,7.0,Nonmetal,,,Y,20.0,,,From Garden City. Go East on Hwy. 50 to Farmland Road. Turn South on Farmland Rd. to Mansfield Rd. (At RR tracks) travel across Mansfield Rd. into mine site.,Garden City
1401807,Astec Portable,M,Surface,Intermittent,10/08/2019,M02046,Summit Materials LLC,L00313,Hamm Companies,KS,14,103,Leavenworth,10/08/2019,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,Y,20.0,,,"Various locations/Portable-19691 Springdale Rd. From Leavenworth, Ks. Travel 5 1/2 miles West on K-92 Hwy. Mine is on the South side of the road.",Leavenworth
1401808,"Nettleton Sand & Gravel, LLC",M,Surface,Intermittent,10/17/2019,0151663,Cole James  McClaren,0167154,"Nettleton Sand & Gravel, LLC",KS,14,47,Edwards,10/17/2019,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,Y,20.0,,,"From Kinsley, Ks. Go East on Hwy 56 about 5-miles to H road. Turn right (East) on H road and travel approximately 1-mile to mine entrance on the left (North) side of the road. East of Intersection of 140 road & H road. ",Kinsley
1401809,Air Capitol Materials,M,Surface,Intermittent,10/30/2019,0152983,Louis J  Robelli; Peter J  Molitor,0168394,Air Capitol Materials,KS,14,173,Sedgwick,10/30/2019,144200.0,Construction Sand and Gravel,1442.0,0.0,,,,,5.0,SandAndGravel,,,N,,,,From 96 Hwy. Take the Maize exit. Take 53rd Street East to Hoover Road. Turn South on Hoover Road. Mine Site is on the S/W corner of 53rd Street & Hoover Road.,Wichita
1401810,Portable #1,M,Surface,Intermittent,02/20/2020,0153141,Kent  King; Dan C King,0168553,Kings Construction Co Inc,KS,14,87,Jefferson,02/19/2020,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,Y,20.0,,,From Oskaloosa Ks. Travel North for 1-mile on Hwy 59. Mine site is on the West side of the road. Various locations.,Oskaloosa
1401811,Metso Portable Plant,M,Surface,Intermittent,02/26/2020,M02046,Summit Materials LLC,L00313,Hamm Companies,KS,14,87,Jefferson,03/12/2020,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,Y,20.0,,,"From St Mary's KS north on Hwy 63 to Doyle Creek road to Riley Creek Road, north to mine entrance on the east side of the road. ",Perry
1401812,Durler Ranch Quarry,M,Surface,Intermittent,03/25/2020,0041032,Scott R  Bergkamp,0050702,Bob Bergkamp Construction Co. Inc.,KS,14,83,Hodgeman,03/24/2020,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,N,,,,"From Jetmore, Ks. Go South on US 283 for 8-miles to D Rd. Turn Left (East) & Travel 7-miles on D Rd. to 255 Rd. Turn Left (North) on 225 Rd. & Travel 1/4 mile. Mine site is on the East side of the Rd.",Spearville
1500001,Valley Stone,M,Surface,Active,04/24/2013,M06183,CRH PLC,0067823,Mountain Materials Inc,KY,15,43,Carter,02/25/2009,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,N,,83.129722,38.311389,"Take 23 north to Rt201 to Rt1 to Grayson KY, take I64 to Rt2 to Olive Hill, Mine is on right.    ",Olive Hill
1500004,Bassett Stone Company,M,Surface,Active,04/03/2018,M02046,Summit Materials LLC,L02333,Hinkle Contracting Company LLC,KY,15,231,Wayne,03/26/1990,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,N,,84.838611,36.825556,"Take Rt. 23 north to Rt. 80 west to Somerset, take Rt. 192 to Rt. 27 to Burnside, Take Rt 90 to Monticello, take business Rt. 90 into the town of Monticello to Rt. 92, travel approx. 1 mile to mine on right.",Monticello
1500005,Hopkinsville Aggregate Quarry,M,Surface,Active,02/09/1979,M00452,Rogers Group Inc,L03006,Mid-South Stone Inc,KY,15,47,Christian,08/14/2012,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,N,,87.4575,36.808056,Christan County 3 miles south of Hopkinsville on Hwy. 41 a mile on left side of road.,Hopkinsville
1500009,Danville Mine & Mill,M,Surface,Active,09/11/1971,M09434,John C  Albright,L31490,Caldwell Stone Co Inc,KY,15,21,Boyle,01/01/1950,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,N,,84.738333,37.623889,"Driving directions to 1755 Stanford Rd, Danville, KY 40422 3D2D       - more info »     152 W Zandale DrLexington, KY 40503        1. Head south on US-27 S/Nicholasville Rd toward Burt Rd  Continue to follow US-27 S       24.7 mi     2. Turn right onto KY-34 W/Chenault Bridge Rd  Continue to follow KY-34 W       6.7 mi     3. Turn left onto Wilderness Rd        0.3 mi     4. Continue onto US-150 E/Stanford Ave  Destination will be on the right       2.1 mi       1755 Stanford RdDanville, KY 40422       ",Danville
1500012,Casey Stone Company ,M,Surface,Active,07/26/2010,M02046,Summit Materials LLC,L02333,Hinkle Contracting Company LLC,KY,15,45,Casey,01/01/1950,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,N,,84.7675,37.241111,"Travel Rt. 23 north to Rt. 80 west to Shopsville, Take Rt. 1317 to Robert E Phelps Rd. to E Coleman Rd. to East Hwy 635 to Science Hill, stay on Rt 635 to Rt. 70, go approx. 3 mile to mine on right.",Bethelridge
1500014,Canton Quarry,M,Surface,Active,11/13/2012,M00452,Rogers Group Inc,L06514,"Rogers Group, Inc",KY,15,221,Trigg,12/01/2000,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,N,,87.835278,36.865,"US 27 to Hwy 4 to US60 to Bluegrass Parkway to I-65 South to Western KY parkway to I-24 South to Exit #65 onto Hwy 68/80 turn left going west to Cadiz, KY traveling approx. 11 miles, turn right onto Old Canton Road.",Cadiz
1500022,FREDONIA QUARRY,M,Surface,Active,01/12/1973,0119681,LafargeHolcim Ltd,0107425,"Lafarge Aggregates Illinois, Inc.",KY,15,33,Caldwell,02/05/2018,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,N,,88.04,37.173889,I-24 West to exit 40.  Take right onto US 62-641 toward Eddyville/Kuttawa.  Go approx 4 miles and turn left on US 641.  Go apporx 6 miles and turn right onto Fredonia Quarry Road.,Fredonia
